Age;Attrition;Department;Education;EducationField;EnvironmentSatisfaction;Gender;HourlyRate;JobRole;MaritalStatus;MonthlyIncome;RelationshipSatisfaction;WorkLifeBalance;YearsSinceLastPromotion
45;No;Research & Development;3;Life Sciences;1;Male;97;Laboratory Technician;Divorced;5210;1;3;9
31;No;Research & Development;4;Life Sciences;3;Male;32;Research Scientist;Divorced;2695;2;1;2
33;No;Research & Development;4;Life Sciences;4;Female;74;Manager;Married;11878;2;3;8
39;No;Research & Development;1;Medical;3;Male;99;Manager;Married;17068;4;3;11
43;No;Research & Development;4;Life Sciences;3;Female;33;Laboratory Technician;Single;2455;1;3;1
49;No;Research & Development;2;Technical Degree;3;Female;90;Healthcare Representative;Single;13964;4;3;0
52;Yes;Research & Development;4;Medical;3;Male;85;Research Scientist;Married;4941;1;2;7
27;No;Research & Development;3;Life Sciences;3;Female;85;Research Scientist;Single;2478;2;2;1
32;No;Sales;2;Technical Degree;3;Female;65;Sales Executive;Married;5228;4;3;11
27;No;Sales;3;Life Sciences;4;Male;74;Sales Executive;Single;4478;1;3;0
31;No;Sales;3;Marketing;4;Male;73;Sales Executive;Divorced;7547;4;3;1
32;No;Research & Development;4;Medical;1;Female;74;Research Scientist;Single;5055;3;2;0
28;Yes;Research & Development;4;Medical;1;Male;84;Research Scientist;Married;3464;4;2;2
30;No;Research & Development;2;Medical;4;Female;64;Research Scientist;Married;5775;4;3;1
31;No;Research & Development;2;Life Sciences;3;Female;48;Manufacturing Director;Married;8943;1;3;8
39;No;Research & Development;2;Medical;3;Male;54;Manager;Married;19272;1;3;13
39;Yes;Sales;2;Medical;4;Female;41;Sales Executive;Married;5238;1;2;0
33;No;Sales;3;Marketing;2;Male;46;Sales Executive;Single;4682;3;2;0
47;No;Research & Development;5;Life Sciences;4;Male;42;Research Director;Married;18300;2;3;1
43;No;Research & Development;4;Life Sciences;3;Female;82;Laboratory Technician;Divorced;5257;2;4;0
27;No;Sales;1;Marketing;3;Male;73;Sales Executive;Married;6349;4;3;1
54;No;Research & Development;4;Life Sciences;4;Female;31;Research Scientist;Single;4869;4;2;0
43;No;Research & Development;3;Life Sciences;3;Female;43;Healthcare Representative;Married;9985;1;2;0
45;No;Research & Development;4;Other;4;Male;75;Research Scientist;Married;3697;1;3;9
40;No;Sales;2;Medical;2;Male;57;Sales Executive;Married;7457;3;2;0
29;Yes;Research & Development;4;Other;2;Male;77;Laboratory Technician;Married;2119;4;2;0
29;No;Research & Development;5;Other;2;Male;30;Laboratory Technician;Single;3983;3;3;2
30;No;Sales;3;Marketing;4;Female;30;Sales Executive;Divorced;6118;3;3;1
27;No;Sales;4;Marketing;2;Female;56;Sales Executive;Married;6214;1;3;0
37;No;Research & Development;2;Medical;4;Male;61;Manufacturing Director;Divorced;6347;3;2;0
38;No;Research & Development;2;Life Sciences;3;Male;92;Research Director;Divorced;11510;2;3;2
31;No;Research & Development;4;Medical;3;Female;39;Manufacturing Director;Single;7143;3;2;4
29;No;Sales;1;Marketing;4;Female;39;Sales Executive;Divorced;8268;1;3;1
35;No;Research & Development;4;Technical Degree;3;Male;62;Manufacturing Director;Single;8095;4;3;0
23;No;Research & Development;1;Life Sciences;3;Male;83;Research Scientist;Divorced;2904;3;2;0
41;No;Research & Development;3;Medical;4;Male;95;Manufacturing Director;Single;6032;4;3;1
47;No;Sales;1;Medical;2;Male;99;Sales Representative;Single;2976;1;3;0
42;No;Research & Development;5;Life Sciences;1;Female;44;Research Director;Single;15992;2;3;0
29;No;Sales;3;Life Sciences;4;Male;61;Sales Executive;Married;4649;1;2;0
42;No;Human Resources;1;Technical Degree;3;Male;52;Human Resources;Divorced;2696;3;3;1
32;No;Research & Development;3;Medical;3;Female;75;Laboratory Technician;Married;2370;3;3;0
48;No;Sales;1;Medical;1;Female;91;Manager;Married;12504;2;1;0
37;No;Research & Development;3;Medical;3;Male;51;Research Scientist;Divorced;5974;1;3;6
30;No;Sales;2;Technical Degree;4;Female;85;Sales Executive;Married;4736;2;4;2
26;No;Sales;3;Life Sciences;3;Male;57;Sales Executive;Married;5296;2;3;7
42;No;Research & Development;4;Other;1;Male;98;Healthcare Representative;Single;6781;2;3;0
21;Yes;Sales;1;Technical Degree;1;Female;99;Sales Representative;Single;2174;3;3;1
36;No;Sales;5;Medical;4;Female;45;Sales Executive;Single;6653;2;3;0
36;No;Sales;4;Medical;1;Male;48;Sales Executive;Married;9699;1;3;1
57;No;Research & Development;4;Medical;4;Male;88;Healthcare Representative;Married;6755;3;3;1
40;No;Research & Development;4;Life Sciences;4;Female;46;Laboratory Technician;Married;2213;3;3;1
21;No;Sales;2;Medical;1;Male;39;Sales Representative;Single;2610;3;2;2
33;Yes;Sales;3;Marketing;4;Female;34;Sales Representative;Single;2851;2;3;0
37;No;Research & Development;3;Medical;3;Female;98;Laboratory Technician;Married;3452;2;3;0
46;No;Research & Development;4;Medical;3;Female;30;Manufacturing Director;Married;5258;3;4;0
41;Yes;Sales;3;Marketing;1;Male;56;Sales Executive;Single;9355;3;3;7
50;No;Research & Development;3;Technical Degree;4;Male;100;Healthcare Representative;Single;10496;4;3;1
40;Yes;Sales;2;Marketing;3;Male;68;Sales Executive;Married;6380;1;3;1
31;No;Research & Development;4;Life Sciences;3;Male;42;Research Scientist;Single;2657;4;3;2
21;Yes;Sales;3;Life Sciences;3;Female;90;Sales Representative;Single;2716;4;3;0
29;No;Research & Development;3;Life Sciences;4;Male;54;Research Scientist;Single;2201;4;3;1
35;No;Research & Development;4;Life Sciences;3;Male;97;Healthcare Representative;Single;6540;3;3;0
27;No;Research & Development;2;Medical;4;Male;82;Laboratory Technician;Divorced;3816;2;3;0
28;No;Sales;4;Life Sciences;2;Male;92;Sales Executive;Single;5253;4;3;0
49;No;Research & Development;3;Other;2;Male;31;Healthcare Representative;Single;10965;3;3;0
51;No;Sales;2;Life Sciences;3;Female;87;Sales Executive;Married;4936;3;2;0
36;No;Research & Development;3;Life Sciences;4;Female;96;Research Scientist;Married;2543;2;3;2
34;Yes;Sales;3;Marketing;1;Male;67;Sales Executive;Single;5304;2;2;0
55;No;Research & Development;3;Life Sciences;3;Female;97;Manager;Single;16659;3;3;1
24;No;Sales;4;Marketing;4;Female;77;Sales Executive;Divorced;4260;4;4;0
30;No;Sales;1;Technical Degree;3;Male;72;Sales Representative;Married;2476;1;3;0
26;Yes;Research & Development;1;Technical Degree;3;Male;73;Research Scientist;Single;3102;3;3;0
22;No;Research & Development;3;Medical;1;Female;43;Research Scientist;Married;2244;4;3;1
36;No;Sales;2;Medical;2;Male;61;Sales Executive;Married;7596;2;3;9
30;Yes;Research & Development;3;Technical Degree;3;Male;40;Research Scientist;Single;2285;3;3;0
37;No;Research & Development;3;Life Sciences;4;Female;95;Laboratory Technician;Divorced;3034;3;2;12
40;No;Sales;2;Marketing;4;Female;46;Sales Executive;Divorced;5715;3;3;1
42;No;Research & Development;4;Life Sciences;2;Female;95;Laboratory Technician;Divorced;2576;2;3;1
37;No;Research & Development;4;Life Sciences;3;Male;49;Manufacturing Director;Single;4197;4;2;0
43;No;Research & Development;3;Life Sciences;1;Male;59;Research Director;Divorced;14336;3;3;3
40;No;Research & Development;3;Medical;2;Female;78;Laboratory Technician;Married;3448;2;3;0
54;No;Research & Development;2;Medical;1;Male;86;Research Director;Married;19406;3;2;1
34;No;Sales;4;Marketing;3;Female;72;Sales Executive;Married;6538;1;3;1
31;No;Research & Development;2;Medical;2;Female;31;Manufacturing Director;Married;4306;2;1;3
43;No;Research & Development;3;Medical;4;Male;61;Laboratory Technician;Married;2258;1;3;1
43;No;Research & Development;4;Other;3;Female;74;Healthcare Representative;Divorced;4522;4;3;0
25;No;Sales;2;Life Sciences;2;Female;99;Sales Executive;Single;4487;2;3;1
37;No;Research & Development;5;Medical;2;Female;72;Research Scientist;Married;4449;1;3;10
31;No;Research & Development;2;Life Sciences;4;Male;98;Laboratory Technician;Married;2218;3;3;3
39;No;Research & Development;1;Life Sciences;2;Male;52;Manager;Divorced;19197;3;3;1
56;No;Sales;3;Life Sciences;3;Female;86;Sales Executive;Married;13212;4;2;7
30;No;Sales;3;Technical Degree;2;Female;83;Sales Executive;Single;6577;2;3;4
41;No;Sales;3;Marketing;2;Male;49;Sales Executive;Married;8392;3;3;0
28;No;Research & Development;2;Medical;3;Male;79;Laboratory Technician;Divorced;4558;4;3;1
25;Yes;Research & Development;3;Medical;1;Male;91;Laboratory Technician;Married;4031;3;3;0
52;No;Research & Development;3;Medical;4;Male;39;Manufacturing Director;Married;7969;3;3;0
45;No;Research & Development;2;Life Sciences;1;Male;69;Research Scientist;Married;2654;4;2;0
52;No;Research & Development;2;Life Sciences;4;Female;30;Manager;Married;16555;4;1;1
42;No;Research & Development;2;Life Sciences;1;Female;92;Research Scientist;Divorced;4556;2;3;0
30;No;Research & Development;3;Life Sciences;3;Female;43;Manufacturing Director;Single;6091;3;3;0
60;No;Research & Development;3;Life Sciences;1;Female;41;Manager;Married;19566;4;1;11
46;No;Research & Development;3;Medical;3;Female;87;Manufacturing Director;Divorced;4810;3;2;0
42;No;Research & Development;4;Technical Degree;4;Female;88;Healthcare Representative;Married;4523;4;4;0
24;Yes;Sales;1;Technical Degree;1;Female;62;Sales Representative;Single;3202;2;3;1
34;Yes;Sales;2;Marketing;4;Female;33;Sales Representative;Divorced;2351;4;2;1
38;No;Research & Development;2;Life Sciences;4;Male;42;Laboratory Technician;Married;1702;3;3;0
40;No;Sales;4;Life Sciences;3;Female;79;Manager;Married;18041;4;3;1
26;No;Research & Development;3;Life Sciences;1;Female;90;Research Scientist;Divorced;2886;2;1;0
30;No;Research & Development;3;Life Sciences;3;Male;53;Laboratory Technician;Married;2097;3;1;1
29;No;Research & Development;4;Medical;2;Male;93;Research Director;Married;11935;3;3;0
29;Yes;Research & Development;5;Technical Degree;3;Female;71;Research Scientist;Married;2546;2;4;1
19;Yes;Human Resources;2;Technical Degree;1;Male;52;Human Resources;Single;2564;3;4;0
30;No;Sales;4;Other;3;Female;69;Sales Executive;Married;8412;3;3;7
57;No;Sales;3;Marketing;1;Male;56;Manager;Divorced;14118;3;2;0
50;No;Research & Development;4;Life Sciences;2;Male;88;Manager;Married;17046;2;3;15
30;No;Research & Development;3;Medical;3;Female;49;Laboratory Technician;Single;2564;3;2;6
60;No;Sales;3;Marketing;3;Female;80;Sales Executive;Married;10266;4;4;13
47;No;Research & Development;2;Medical;1;Female;65;Manufacturing Director;Divorced;5070;3;3;0
46;No;Research & Development;3;Life Sciences;1;Male;51;Research Director;Married;17861;3;1;0
35;No;Research & Development;3;Life Sciences;4;Male;46;Laboratory Technician;Single;4230;3;3;4
54;No;Research & Development;4;Life Sciences;3;Female;42;Laboratory Technician;Single;3780;3;3;0
34;No;Research & Development;4;Life Sciences;4;Male;62;Research Scientist;Divorced;2768;3;3;5
46;No;Sales;3;Marketing;3;Female;94;Sales Executive;Married;9071;3;3;1
31;No;Research & Development;1;Life Sciences;3;Male;33;Manufacturing Director;Divorced;10648;4;4;0
33;Yes;Research & Development;1;Medical;2;Male;56;Manager;Married;13610;4;4;7
33;Yes;Research & Development;1;Medical;1;Male;38;Laboratory Technician;Divorced;3408;1;3;1
30;No;Sales;1;Marketing;4;Male;57;Sales Representative;Single;2983;1;3;1
35;No;Research & Development;3;Life Sciences;4;Male;72;Healthcare Representative;Married;7632;3;3;0
31;Yes;Research & Development;3;Life Sciences;1;Male;66;Healthcare Representative;Married;9824;1;3;0
34;Yes;Human Resources;3;Human Resources;2;Female;43;Human Resources;Divorced;9950;3;3;0
42;No;Research & Development;2;Other;2;Male;97;Laboratory Technician;Married;2093;4;3;2
36;No;Sales;4;Medical;2;Male;32;Sales Executive;Single;9980;4;2;9
22;Yes;Research & Development;1;Technical Degree;3;Male;99;Laboratory Technician;Single;3894;3;3;1
48;No;Sales;5;Marketing;2;Female;37;Sales Executive;Married;4051;1;3;6
55;No;Sales;5;Life Sciences;1;Female;83;Manager;Single;16835;4;3;7
41;No;Sales;2;Life Sciences;4;Male;56;Sales Executive;Single;6230;4;3;1
35;No;Sales;3;Marketing;2;Male;85;Sales Executive;Married;4717;3;3;6
40;No;Research & Development;3;Life Sciences;2;Female;75;Manufacturing Director;Single;13237;3;3;5
39;No;Research & Development;1;Life Sciences;3;Female;48;Laboratory Technician;Married;3755;1;3;0
31;No;Sales;1;Life Sciences;2;Male;77;Sales Executive;Single;6582;3;4;0
42;No;Research & Development;3;Medical;4;Male;56;Manufacturing Director;Married;7406;4;2;5
45;No;Sales;3;Other;4;Male;61;Sales Executive;Married;4805;2;4;3
26;Yes;Human Resources;4;Life Sciences;2;Female;58;Human Resources;Divorced;2741;2;2;1
29;No;Research & Development;3;Technical Degree;4;Male;34;Manufacturing Director;Divorced;4262;2;4;1
33;No;Research & Development;5;Medical;1;Female;95;Research Director;Divorced;16184;3;3;0
31;No;Sales;3;Life Sciences;3;Male;44;Manager;Divorced;11557;3;2;0
18;Yes;Sales;3;Marketing;2;Male;69;Sales Representative;Single;1878;4;3;0
40;No;Sales;3;Other;3;Male;58;Sales Executive;Divorced;10932;3;3;0
41;No;Research & Development;4;Other;1;Female;62;Healthcare Representative;Single;6811;1;3;0
26;No;Sales;2;Medical;1;Male;45;Sales Executive;Divorced;4306;1;3;0
35;No;Sales;3;Medical;1;Female;80;Sales Executive;Single;4859;4;3;0
34;No;Sales;4;Life Sciences;4;Male;74;Sales Executive;Single;5337;4;3;5
26;Yes;Research & Development;3;Technical Degree;3;Male;66;Laboratory Technician;Single;2340;2;1;0
37;No;Research & Development;3;Technical Degree;2;Female;59;Manufacturing Director;Single;7491;4;4;1
46;No;Research & Development;1;Medical;1;Female;86;Healthcare Representative;Married;10527;4;2;1
41;No;Sales;5;Life Sciences;2;Female;91;Manager;Married;16595;2;3;11
37;No;Sales;4;Medical;1;Male;69;Sales Executive;Divorced;8834;4;3;7
52;No;Research & Development;2;Technical Degree;4;Male;78;Research Scientist;Divorced;5577;2;3;6
32;Yes;Sales;4;Other;4;Male;60;Sales Executive;Married;4707;4;3;1
24;No;Sales;3;Medical;4;Male;38;Sales Representative;Married;2400;3;3;2
38;No;Research & Development;3;Medical;3;Female;76;Healthcare Representative;Married;9824;3;3;0
37;No;Research & Development;4;Life Sciences;2;Female;65;Manufacturing Director;Married;6447;2;2;4
49;No;Research & Development;4;Life Sciences;4;Male;58;Research Director;Divorced;19502;3;3;0
24;No;Research & Development;3;Medical;2;Male;89;Research Scientist;Married;2725;2;3;1
26;No;Sales;2;Marketing;1;Male;66;Sales Executive;Married;6272;4;4;1
24;No;Research & Development;2;Other;4;Male;94;Laboratory Technician;Married;2127;4;3;0
50;No;Human Resources;3;Medical;1;Male;99;Manager;Married;18200;3;3;10
25;No;Sales;1;Medical;2;Male;40;Sales Representative;Married;2096;3;3;0
24;Yes;Research & Development;3;Life Sciences;1;Female;55;Laboratory Technician;Married;2886;4;3;1
30;Yes;Sales;4;Life Sciences;2;Male;74;Sales Representative;Married;2033;3;4;0
34;No;Research & Development;2;Life Sciences;2;Male;83;Research Scientist;Married;3622;4;3;1
31;Yes;Sales;4;Medical;2;Male;46;Sales Executive;Divorced;4233;3;1;1
35;No;Research & Development;2;Other;1;Male;54;Laboratory Technician;Single;3681;4;3;0
31;No;Sales;4;Medical;1;Male;66;Sales Executive;Divorced;5460;4;4;5
27;No;Research & Development;4;Medical;1;Female;66;Research Scientist;Divorced;2187;3;2;0
37;No;Sales;3;Marketing;4;Male;75;Sales Executive;Married;9602;3;2;1
20;No;Research & Development;3;Life Sciences;4;Female;83;Research Scientist;Single;2836;4;4;0
42;No;Research & Development;4;Life Sciences;3;Female;81;Healthcare Representative;Married;4089;2;3;2
43;No;Research & Development;4;Other;2;Male;50;Research Director;Divorced;16627;3;2;0
38;No;Research & Development;1;Life Sciences;3;Female;43;Research Scientist;Single;2619;4;2;0
43;No;Research & Development;5;Medical;4;Male;72;Laboratory Technician;Divorced;5679;2;3;4
48;No;Research & Development;4;Life Sciences;4;Female;40;Manager;Married;15402;1;1;0
44;No;Human Resources;4;Life Sciences;1;Female;50;Human Resources;Single;5985;2;4;0
34;No;Sales;3;Technical Degree;3;Female;31;Sales Representative;Divorced;2579;4;3;0
27;Yes;Sales;1;Marketing;3;Male;85;Sales Representative;Divorced;3041;2;3;0
21;No;Sales;1;Technical Degree;3;Male;49;Sales Representative;Single;3447;3;3;1
44;No;Research & Development;4;Other;4;Male;35;Manager;Married;19513;1;4;0
22;No;Research & Development;1;Medical;1;Male;69;Research Scientist;Married;2773;4;3;2
33;No;Sales;4;Marketing;3;Male;39;Sales Executive;Divorced;7104;4;3;1
32;No;Research & Development;4;Life Sciences;1;Female;92;Research Scientist;Married;6322;4;2;0
30;No;Research & Development;3;Medical;3;Female;71;Research Scientist;Divorced;2083;3;3;0
53;No;Sales;1;Medical;4;Female;34;Sales Executive;Single;8381;4;4;8
34;No;Research & Development;5;Life Sciences;2;Male;42;Research Scientist;Married;2691;4;2;8
45;Yes;Sales;4;Life Sciences;1;Female;100;Sales Executive;Married;4286;4;3;0
26;No;Research & Development;3;Life Sciences;3;Female;71;Laboratory Technician;Married;2659;3;3;0
37;No;Research & Development;3;Other;3;Male;36;Manufacturing Director;Married;9434;3;3;7
29;No;Sales;2;Medical;2;Female;62;Sales Executive;Married;5561;1;2;1
35;No;Research & Development;4;Life Sciences;2;Male;82;Research Scientist;Single;6646;2;3;11
33;No;Research & Development;3;Life Sciences;3;Male;30;Healthcare Representative;Divorced;7725;3;1;4
54;No;Human Resources;4;Medical;3;Male;88;Human Resources;Married;10725;3;4;7
36;No;Research & Development;2;Medical;2;Male;48;Manufacturing Director;Divorced;8847;3;3;0
27;No;Research & Development;4;Medical;1;Male;54;Research Scientist;Single;2045;4;3;1
20;Yes;Research & Development;1;Medical;4;Male;32;Research Scientist;Single;1009;4;3;1
33;Yes;Research & Development;3;Life Sciences;1;Male;70;Research Scientist;Single;3348;1;3;9
35;No;Research & Development;3;Life Sciences;3;Male;41;Laboratory Technician;Married;1281;3;3;0
23;No;Research & Development;3;Medical;1;Male;58;Research Scientist;Married;2819;1;4;0
25;No;Sales;3;Life Sciences;4;Male;57;Sales Executive;Married;4851;3;3;1
38;No;Sales;4;Marketing;4;Female;46;Sales Executive;Single;4028;1;3;0
29;No;Research & Development;4;Life Sciences;2;Male;76;Research Scientist;Divorced;2720;4;3;2
48;No;Sales;1;Marketing;2;Male;56;Sales Executive;Married;8120;4;3;2
27;No;Sales;1;Medical;4;Female;71;Sales Executive;Divorced;4647;2;3;0
37;No;Research & Development;2;Life Sciences;4;Male;80;Research Scientist;Single;4680;1;3;0
50;No;Research & Development;1;Medical;4;Male;74;Laboratory Technician;Married;3221;3;3;3
34;No;Research & Development;3;Medical;4;Female;46;Healthcare Representative;Single;8621;2;4;7
24;Yes;Sales;2;Life Sciences;1;Female;65;Sales Executive;Single;4577;1;3;2
39;No;Research & Development;4;Technical Degree;4;Female;80;Healthcare Representative;Single;4553;1;3;11
32;No;Sales;3;Marketing;4;Male;55;Sales Executive;Single;5396;4;2;0
50;Yes;Sales;2;Technical Degree;2;Male;50;Sales Executive;Married;6796;1;3;1
38;No;Research & Development;4;Life Sciences;2;Female;33;Healthcare Representative;Single;7625;3;2;1
27;No;Research & Development;2;Life Sciences;3;Female;68;Manufacturing Director;Married;7412;4;3;0
32;No;Research & Development;2;Life Sciences;3;Female;39;Research Director;Single;11159;4;3;7
47;No;Sales;4;Marketing;4;Male;42;Sales Executive;Single;4960;4;3;1
40;No;Sales;4;Life Sciences;4;Male;48;Sales Executive;Married;10475;3;3;1
53;No;Research & Development;3;Life Sciences;3;Male;59;Research Director;Married;14814;3;3;1
41;No;Human Resources;4;Human Resources;2;Male;73;Manager;Divorced;19141;2;2;12
60;No;Sales;4;Marketing;1;Male;84;Sales Executive;Single;5405;4;3;2
27;No;Research & Development;2;Life Sciences;4;Male;32;Manufacturing Director;Divorced;8793;3;2;1
41;No;Human Resources;3;Human Resources;4;Male;59;Manager;Married;19189;2;3;2
50;No;Sales;4;Marketing;4;Male;54;Sales Representative;Married;3875;4;3;2
28;Yes;Research & Development;2;Life Sciences;1;Female;67;Research Scientist;Single;2216;4;3;3
36;No;Research & Development;3;Life Sciences;1;Female;63;Research Director;Married;11713;1;3;0
38;No;Research & Development;3;Life Sciences;3;Female;81;Manufacturing Director;Single;7861;4;4;0
44;No;Research & Development;3;Medical;1;Male;49;Laboratory Technician;Single;3708;3;3;1
47;No;Sales;3;Medical;4;Female;49;Sales Executive;Divorced;13770;4;2;11
30;No;Sales;5;Marketing;3;Male;99;Sales Executive;Divorced;5304;4;2;7
29;No;Sales;3;Life Sciences;3;Male;99;Sales Representative;Single;2642;3;3;0
42;Yes;Research & Development;3;Medical;3;Male;57;Research Scientist;Divorced;2759;4;3;2
43;No;Sales;3;Life Sciences;4;Male;47;Sales Executive;Married;6804;3;3;2
34;No;Research & Development;2;Medical;2;Female;96;Healthcare Representative;Single;6142;4;3;4
23;No;Research & Development;1;Medical;2;Male;37;Laboratory Technician;Married;2500;4;4;0
39;No;Human Resources;3;Human Resources;3;Female;44;Human Resources;Married;6389;3;1;3
56;No;Research & Development;3;Medical;3;Male;81;Healthcare Representative;Married;11103;3;2;1
40;No;Research & Development;1;Medical;4;Female;86;Research Scientist;Single;2342;4;2;2
27;No;Research & Development;3;Medical;4;Female;55;Healthcare Representative;Single;6811;1;1;0
29;No;Sales;3;Marketing;4;Male;83;Sales Representative;Divorced;2297;4;3;2
53;No;Research & Development;3;Life Sciences;4;Male;86;Laboratory Technician;Single;2450;4;3;2
35;No;Research & Development;4;Life Sciences;4;Female;61;Healthcare Representative;Divorced;5093;1;4;0
32;No;Research & Development;4;Life Sciences;1;Male;80;Laboratory Technician;Married;5309;4;3;4
38;No;Research & Development;5;Medical;4;Male;92;Research Scientist;Married;3057;2;1;0
34;No;Research & Development;5;Life Sciences;2;Female;32;Manufacturing Director;Divorced;5121;3;3;0
52;No;Sales;4;Marketing;3;Male;31;Manager;Married;16856;1;4;1
33;Yes;Research & Development;4;Other;4;Male;63;Research Scientist;Single;2686;3;2;7
25;No;Sales;1;Medical;3;Female;32;Sales Executive;Single;6180;2;2;1
45;No;Sales;2;Technical Degree;2;Male;46;Sales Representative;Single;6632;1;3;3
23;No;Research & Development;1;Medical;1;Male;79;Research Scientist;Single;3505;4;3;0
47;Yes;Sales;2;Life Sciences;2;Female;77;Sales Executive;Single;6397;4;3;1
34;No;Sales;3;Other;4;Male;60;Sales Executive;Single;6274;3;3;1
55;Yes;Research & Development;3;Medical;4;Male;78;Manager;Married;19859;4;3;1
36;No;Sales;4;Life Sciences;1;Male;76;Sales Executive;Single;7587;2;3;0
52;No;Research & Development;4;Medical;4;Male;41;Research Scientist;Married;4258;1;3;1
26;No;Research & Development;2;Life Sciences;1;Female;71;Laboratory Technician;Divorced;4364;1;3;2
29;No;Research & Development;3;Medical;2;Female;66;Healthcare Representative;Married;4335;1;2;1
26;Yes;Sales;3;Technical Degree;4;Male;38;Sales Executive;Single;5326;3;2;1
34;No;Research & Development;4;Life Sciences;2;Female;72;Research Scientist;Single;3280;3;3;1
54;No;Research & Development;4;Medical;4;Female;95;Manufacturing Director;Divorced;5485;2;3;1
27;No;Sales;1;Marketing;3;Male;84;Sales Executive;Married;4342;2;3;1
37;No;Research & Development;1;Life Sciences;4;Female;82;Research Scientist;Divorced;2782;2;2;4
38;No;Research & Development;4;Life Sciences;1;Female;75;Manufacturing Director;Single;5980;4;3;4
34;No;Research & Development;4;Medical;3;Female;86;Research Scientist;Single;4381;3;3;1
35;No;Sales;4;Life Sciences;1;Female;72;Sales Representative;Married;2572;2;2;0
30;No;Research & Development;3;Life Sciences;4;Male;38;Laboratory Technician;Married;3833;3;3;0
40;No;Research & Development;2;Medical;3;Female;38;Healthcare Representative;Married;4244;4;3;3
34;No;Sales;2;Life Sciences;3;Female;93;Sales Executive;Married;6500;2;3;1
42;No;Research & Development;3;Life Sciences;2;Male;66;Manager;Divorced;18430;2;2;14
23;Yes;Research & Development;3;Life Sciences;3;Male;63;Laboratory Technician;Married;1601;3;3;0
24;No;Research & Development;3;Life Sciences;3;Male;60;Laboratory Technician;Divorced;2694;3;3;0
52;No;Research & Development;4;Life Sciences;4;Female;82;Laboratory Technician;Married;3149;2;3;1
50;No;Research & Development;3;Medical;3;Male;64;Research Director;Married;17639;4;3;0
29;Yes;Research & Development;2;Life Sciences;2;Female;36;Laboratory Technician;Married;2319;4;3;0
33;No;Research & Development;3;Medical;3;Male;49;Research Director;Married;11691;4;4;3
33;Yes;Sales;3;Marketing;1;Female;69;Sales Executive;Single;5324;3;3;0
47;No;Research & Development;2;Other;3;Female;33;Manager;Married;16752;3;2;3
36;No;Research & Development;3;Other;3;Female;35;Manufacturing Director;Married;5228;1;3;0
29;No;Research & Development;2;Life Sciences;3;Male;81;Research Scientist;Married;2700;3;3;0
58;Yes;Research & Development;4;Life Sciences;4;Male;31;Research Director;Single;19246;4;3;13
35;No;Research & Development;4;Life Sciences;4;Female;40;Research Scientist;Single;2506;3;3;2
42;No;Research & Development;2;Life Sciences;4;Female;43;Manufacturing Director;Married;6062;4;3;0
28;Yes;Research & Development;4;Medical;3;Male;46;Research Scientist;Single;4382;4;2;2
36;No;Human Resources;3;Human Resources;3;Male;36;Human Resources;Married;2143;2;3;0
32;No;Research & Development;3;Life Sciences;3;Female;98;Manufacturing Director;Married;6162;3;3;6
40;No;Research & Development;4;Medical;1;Male;51;Laboratory Technician;Single;5094;4;3;0
30;No;Research & Development;3;Medical;3;Female;52;Manufacturing Director;Single;6877;2;2;0
45;No;Research & Development;3;Life Sciences;2;Female;95;Research Scientist;Single;2274;4;3;0
42;No;Research & Development;3;Life Sciences;2;Male;98;Manufacturing Director;Married;4434;4;2;7
38;No;Research & Development;3;Life Sciences;1;Male;45;Healthcare Representative;Divorced;6288;3;2;1
34;No;Research & Development;4;Life Sciences;3;Female;100;Research Scientist;Single;2553;3;3;1
49;Yes;Sales;3;Marketing;3;Female;43;Sales Executive;Married;7654;1;4;7
55;Yes;Sales;1;Medical;3;Male;37;Sales Executive;Single;5160;3;2;7
43;No;Research & Development;2;Life Sciences;2;Male;94;Research Director;Married;17159;3;3;1
27;No;Research & Development;1;Technical Degree;3;Male;42;Research Director;Divorced;12808;2;3;0
35;No;Research & Development;3;Other;3;Male;59;Manufacturing Director;Single;10221;2;4;1
28;No;Sales;4;Marketing;2;Female;81;Sales Executive;Married;4779;1;3;7
34;No;Human Resources;2;Human Resources;3;Male;88;Human Resources;Married;3737;3;1;0
26;Yes;Research & Development;2;Medical;3;Female;88;Research Scientist;Married;2366;1;3;1
27;No;Research & Development;3;Medical;4;Male;50;Research Scientist;Married;1706;3;2;0
51;No;Sales;4;Marketing;1;Female;66;Manager;Married;16307;3;2;4
44;No;Research & Development;3;Medical;4;Male;50;Healthcare Representative;Single;5933;4;2;2
25;No;Research & Development;1;Medical;1;Male;65;Research Scientist;Single;3424;3;2;0
33;No;Sales;3;Medical;1;Male;48;Sales Executive;Divorced;4037;1;3;0
35;No;Research & Development;1;Medical;3;Female;53;Research Scientist;Single;2559;4;2;1
36;No;Sales;2;Life Sciences;2;Male;56;Sales Executive;Married;6201;4;2;4
32;No;Sales;4;Life Sciences;2;Male;73;Sales Executive;Divorced;4403;3;2;0
30;No;Research & Development;4;Life Sciences;2;Male;75;Research Scientist;Divorced;3761;2;2;0
53;No;Sales;2;Marketing;1;Female;78;Sales Executive;Married;10934;4;3;0
45;No;Sales;3;Marketing;4;Male;74;Sales Executive;Divorced;10761;3;3;0
32;No;Research & Development;2;Medical;3;Female;91;Research Scientist;Married;5175;3;2;1
